Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Genre,Release Date,Popularity,Duration (ms),Chord
166,59,18,2021-05-07--2021-05-14,Cover Me In Sunshine,"5,434,073","P!nk, Willow Sage Hart",11477164,"['dance pop', 'pop', 'post-teen pop']",2021-02-12,83,141050,F
167,7,56,2020-10-02--2020-10-09,For The Night (feat. Lil Baby & DaBaby),"5,431,375",Pop Smoke,6837946,['brooklyn drill'],2020-07-03,84,190476,F#/Gb
168,13,10,2021-05-21--2021-05-28,"1 step forward, 3 steps back","5,420,003",Olivia Rodrigo,6266514,['pop'],2021-05-21,85,163587,D
169,1,51,2020-09-11--2020-09-18,WAP (feat. Megan Thee Stallion),"5,386,268",Cardi B,17353707,"['dance pop', 'pop', 'pop rap', 'rap']",2020-08-07,84,187541,C#/Db
170,155,22,2021-07-02--2021-07-09,Mr. Brightside,"5,382,191",The Killers,6118063,"['dance rock', 'modern rock', 'permanent wave', 'rock']",2004-06-15,75,222587,C#/Db
171,144,27,2021-04-02--2021-04-09,Every Breath You Take,"5,379,704",The Police,4339245,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",1983-06-17,83,253920,C#/Db
172,20,44,2020-10-09--2020-10-16,Dreams - 2004 Remaster,"5,378,971",Fleetwood Mac,6930669,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1977-02-04,84,257800,C
173,94,82,2021-02-12--2021-02-19,Say You Won't Let Go,"5,375,426",James Arthur,8441598,"['pop', 'post-teen pop', 'talent show', 'uk pop']",2016-10-28,84,211467,A#/Bb
174,110,2,2021-07-16--2021-07-23,Wild Side (feat. Cardi B),"5,366,242",Normani,1304510,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2021-07-22,75,209476,F#/Gb
175,65,2,2021-07-16--2021-07-23,Bout A Million (feat. 42 Dugg & 21 Savage),"5,315,734",Pop Smoke,6837946,['brooklyn drill'],2021-07-16,81,203586,C
176,72,2,2021-07-16--2021-07-23,Demeanor (feat. Dua Lipa),"5,245,618",Pop Smoke,6837946,['brooklyn drill'],2021-07-16,81,184800,D#/Eb
177,4,76,2020-06-19--2020-06-26,death bed (coffee for your head),"5,238,547","Powfu, beabadoobee",924083,['sad rap'],2020-02-08,85,173333,G#/Ab
178,100,9,2021-05-21--2021-05-28,Our Song,"5,235,335","Anne-Marie, Niall Horan",8148393,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",2021-05-21,83,163733,B
179,138,22,2021-04-02--2021-04-09,Another One Bites The Dust - Remastered 2011,"5,204,983",Queen,35888760,"['classic rock', 'glam rock', 'rock']",1980-06-27,74,214653,F
180,149,14,2021-05-28--2021-06-04,One Dance,"5,178,490","Drake, WizKid, Kyla",56308172,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2016-05-06,84,173987,C#/Db
181,15,83,2019-12-27--2020-01-03,Adore You,"5,166,847",Harry Styles,16112621,"['pop', 'post-teen pop']",2019-12-13,84,207133,G#/Ab
182,181,4,2021-07-09--2021-07-16,As the World Caves In,"5,145,493",Sarah Cothran,180723,[],2021-06-10,71,161613,C
183,183,1,2021-07-23--2021-07-30,Fancy Like,"5,145,432",Walker Hayes,304995,"['contemporary country', 'country', 'country road', 'modern country rock']",2021-06-04,83,161853,C#/Db
184,184,1,2021-07-23--2021-07-30,Cúrame,"5,104,206",Rauw Alejandro,6080597,"['puerto rican pop', 'trap latino']",2021-06-25,85,164706,A
185,110,78,2021-02-12--2021-02-19,All of Me,"5,103,014",John Legend,5799137,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",2013-08-30,84,269560,G#/Ab
186,80,41,2021-04-23--2021-04-30,Martin & Gina,"5,098,609",Polo G,4840346,['chicago rap'],2020-05-15,85,132833,C#/Db
187,40,65,2020-07-03--2020-07-10,Dior,"5,092,354",Pop Smoke,6837946,['brooklyn drill'],2019-07-26,83,216387,G
188,45,29,2021-04-16--2021-04-23,Best Friend (feat. Doja Cat),"5,090,062",Saweetie,1254432,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",2021-01-07,83,155884,E
189,52,22,2021-02-05--2021-02-12,The Hills,"5,068,864",The Weeknd,35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']",2015-08-28,84,242253,C
190,5,31,2021-01-22--2021-01-29,Good Days,"5,065,132",SZA,5881963,"['pop', 'pop rap', 'r&b']",2020-12-25,84,279204,C#/Db
191,191,1,2021-07-23--2021-07-30,Kiss My (Uh Oh),"5,063,181","Anne-Marie, Little Mix",8148393,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",2021-07-23,78,176800,F
192,64,3,2021-07-09--2021-07-16,De Museo,"5,016,125",Bad Bunny,36142273,"['latin', 'reggaeton', 'trap latino']",2021-07-06,83,209771,E
193,41,81,2019-12-27--2020-01-03,7 rings,"5,002,227",Ariana Grande,67158068,"['dance pop', 'pop', 'post-teen pop']",2019-02-08,85,178627,C#/Db
194,194,1,2021-07-23--2021-07-30,Chosen (feat. Ty Dolla $ign),"4,992,405","Blxst, Tyga",167628,[],2020-12-04,84,161684,D
195,149,5,2021-07-09--2021-07-16,Não Nasceu pra Namorar,"4,978,559","MC Zaquin, MC Rick",130627,"['funk bh', 'funk carioca']",2021-02-25,84,140308,C#/Db
196,8,71,2020-08-14--2020-08-21,Breaking Me,"4,977,498","Topic, A7S",151832,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",2019-12-19,84,166794,G#/Ab
197,197,1,2021-07-23--2021-07-30,penhasco.,"4,973,937",Luísa Sonza,1909059,"['funk carioca', 'pop nacional']",2021-07-18,80,186121,G#/Ab
198,58,8,2021-06-04--2021-06-11,Late At Night,"4,954,899",Roddy Ricch,6603627,"['melodic rap', 'rap', 'trap']",2021-06-04,84,174682,C#/Db
199,199,1,2021-07-23--2021-07-30,Verdansk,"4,950,275",Dave,1427540,['uk hip hop'],2021-07-22,77,182285,D
200,172,12,2021-05-28--2021-06-04,The Real Slim Shady,"4,948,965",Eminem,46785561,"['detroit hip hop', 'hip hop', 'rap']",2000-05-23,84,284200,F
201,66,1,2021-07-16--2021-07-23,Tell The Vision (feat. Kanye West & Pusha T),"8,859,168",Pop Smoke,6837946,['brooklyn drill'],2021-07-31,57,215000,G
202,87,1,2021-07-16--2021-07-23,Woo Baby (feat. Chris Brown),"7,371,935",Pop Smoke,6837946,['brooklyn drill'],2021-07-31,56,156000,A
203,116,1,2021-07-16--2021-07-23,Holy Smokes,"6,464,206","Trippie Redd, Lil Uzi Vert",6430522,"['melodic rap', 'rap', 'trap']",2021-07-16,79,181714,F#/Gb
204,127,1,2021-07-16--2021-07-23,More Time,"6,238,351",Pop Smoke,6837946,['brooklyn drill'],2021-07-31,55,120828,D
205,129,1,2021-07-16--2021-07-23,Coupe,"6,161,664",Pop Smoke,6837946,['brooklyn drill'],2021-07-31,54,123549,G#/Ab
206,76,4,2021-06-18--2021-06-25,Holiday,"5,883,145",KSI,2008516,['uk hip hop'],2021-06-18,81,193733,G#/Ab
207,150,1,2021-07-16--2021-07-23,Manslaughter (feat. Rick Ross & The-Dream),"5,822,266",Pop Smoke,6837946,['brooklyn drill'],2021-07-31,55,249231,C#/Db
208,159,1,2021-07-16--2021-07-23,Genius (feat. Lil Tjay & Swae Lee),"5,702,636",Pop Smoke,6837946,['brooklyn drill'],2021-07-31,53,208112,D
209,22,4,2021-06-25--2021-07-02,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"5,696,113","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,84,121573,C
210,105,4,2021-06-25--2021-07-02,Sommergewitter,"5,627,519",Pashanim,208554,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",2021-06-24,84,138533,B
211,17,12,2021-05-07--2021-05-14,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","5,383,125","Tion Wayne, Russ Millions",323203,['london rap'],2021-04-22,84,278085,B
212,180,1,2021-07-16--2021-07-23,Brush Em (feat. Rah Swish),"5,335,271",Pop Smoke,6837946,['brooklyn drill'],2021-07-31,54,150449,D#/Eb
213,13,15,2021-05-07--2021-05-14,AM,"5,288,927","Nio Garcia, Flow La Movie",2123734,"['latin', 'reggaeton', 'trap latino']",2021-01-28,85,182496,F#/Gb
214,175,4,2021-07-02--2021-07-09,MI FAI IMPAZZIRE,"5,242,097","BLANCO, Sfera Ebbasta",127364,"['italian hip hop', 'italian pop']",2021-06-17,83,220235,B
215,20,82,2020-01-03--2020-01-10,Ride It,"5,235,088",Regard,152226,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",2019-07-26,84,157606,G
216,15,7,2021-06-04--2021-06-11,Lost Cause,"5,203,319",Billie Eilish,1250353,[],2021-08-12,0,212496,A#/Bb
217,193,1,2021-07-16--2021-07-23,Shot in the Dark,"5,173,308",John Mayer,5178156,"['neo mellow', 'pop rock', 'singer-songwriter']",2021-07-16,76,249080,D
218,71,3,2021-07-02--2021-07-09,Wrecked,"5,150,909",Imagine Dragons,35285425,"['modern rock', 'pop', 'rock']",2021-07-02,83,244005,C
219,79,11,2021-05-28--2021-06-04,Bipolar,"5,116,589","Mc Davi, Mc Pedrinho, Mc Don Juan",2586114,"['funk carioca', 'funk ostentacao', 'funk paulista']",2021-04-09,84,276480,A
220,122,5,2021-05-14--2021-05-21,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","5,110,475",Internet Money,411579,"['pop rap', 'rap', 'trap']",2021-05-13,84,224042,G
221,75,19,2021-03-12--2021-03-19,Follow You,"5,097,187",Imagine Dragons,35285425,"['modern rock', 'pop', 'rock']",2021-03-12,84,175644,A
222,22,22,2021-02-12--2021-02-19,We're Good,"6,318,660",Dua Lipa,27142474,"['dance pop', 'pop', 'uk pop']",2021-02-11,83,165507,F#/Gb
223,4,29,2020-11-20--2020-11-27,Life Goes On,"6,142,975",BTS,37106176,"['k-pop', 'k-pop boy group']",2020-11-20,84,207481,C#/Db
224,28,23,2021-04-16--2021-04-23,911,"6,111,108",Sech,8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",2021-07-09,89,208631,G
225,17,24,2021-02-05--2021-02-12,Baila Conmigo (with Rauw Alejandro),"5,588,217",Selena Gomez,28909504,"['dance pop', 'pop', 'post-teen pop']",2021-03-12,84,186088,F
226,164,1,2021-07-09--2021-07-16,The Jackie (with J. Cole & Lil Tjay),"5,454,994",Bas,386757,"['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",2021-07-09,76,204434,G#/Ab
227,22,8,2021-05-21--2021-05-28,hope ur ok,"5,435,614",Olivia Rodrigo,6266514,['pop'],2021-05-21,84,209560,C
228,169,2,2021-07-02--2021-07-09,Faz Amor Comigo Só Hoje - Ao Vivo,"5,269,757","Israel & Rodolffo, Wesley Safadão",1097789,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2021-05-26,82,148228,C#/Db
229,80,5,2021-06-11--2021-06-18,Alcohol-Free,"5,259,503",TWICE,9987114,"['k-pop', 'k-pop girl group']",2021-06-11,82,210573,G#/Ab
230,184,1,2021-07-09--2021-07-16,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,"5,186,354",BIA,151870,"['escape room', 'r&b', 'rap latina', 'trap queen']",2021-07-09,80,229601,C#/Db
231,187,1,2021-07-09--2021-07-16,Memory,"5,173,178","Kane Brown, blackbear",3507622,"['contemporary country', 'country road']",2021-07-09,80,153338,A
232,183,4,2021-07-02--2021-07-09,Me Fije,"5,068,677","Alex Rose, Rauw Alejandro",2166191,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",2021-03-18,83,202307,G
233,71,13,2021-04-30--2021-05-07,"Volta Bebê, Volta Neném","5,041,120","Dj Guuga, DJ Ivis",608109,"['funk carioca', 'funk paulista', 'rave funk']",2021-03-27,79,172973,F#/Gb
234,95,13,2021-05-28--2021-06-04,Aloha,"5,036,030","Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",26769304,"['latin', 'reggaeton', 'reggaeton colombiano']",2021-03-05,84,241659,C#/Db
235,184,2,2021-07-02--2021-07-09,Sexo Virtual,"4,975,786",Rauw Alejandro,6080597,"['puerto rican pop', 'trap latino']",2021-06-25,82,208292,G#/Ab
236,141,32,2019-12-27--2020-01-03,Closer,"4,954,679","The Chainsmokers, Halsey",18191658,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2016-07-29,84,244960,G#/Ab
237,194,4,2020-10-09--2020-10-16,Wonderwall - Remastered,"4,938,180",Oasis,6475631,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",1995,78,258773,D
238,101,1,2021-07-02--2021-07-09,Wasting Time ( feat. Drake ),"6,731,106",Brent Faiyaz,1724414,"['dmv rap', 'pop', 'r&b', 'rap']",2021-07-01,78,301304,G
239,55,2,2021-06-25--2021-07-02,I Don't Do Drugs (feat. Ariana Grande),"5,912,293",Doja Cat,8640063,"['dance pop', 'pop']",2021-06-25,80,188893,F
240,132,1,2021-07-02--2021-07-09,Renegade (feat. Taylor Swift),"5,876,058",Big Red Machine,98503,"['eau claire indie', 'folktronica']",2021-07-02,77,254467,C
241,40,2,2021-06-25--2021-07-02,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"5,392,334","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,80,146419,B
242,152,2,2021-06-25--2021-07-02,All Eyes On Me,"5,347,263",Bo Burnham,1042079,['comic'],2021-06-10,81,302951,F#/Gb
243,101,3,2021-04-30--2021-05-07,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"5,321,544",DJ Khaled,6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021-04-30,83,236524,D
244,72,10,2021-05-14--2021-05-21,Dick (feat. Doja Cat),"5,258,628",StarBoi3,17202,[],2021-04-23,83,175238,A
245,25,4,2021-06-11--2021-06-18,Solar Power,"5,234,112",Lorde,8083566,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",2021-06-10,81,192621,E
246,4,10,2021-04-30--2021-05-07,Your Power,"5,135,380",Billie Eilish,47014200,"['electropop', 'pop']",2021-07-30,81,245897,A
247,189,1,2021-07-02--2021-07-09,Lieben wir,"5,029,898",Shirin David,558345,"['frauenrap', 'german hip hop', 'german pop']",2021-07-01,77,155363,A#/Bb
248,8,37,2021-02-05--2021-02-12,Whoopty,"5,013,017",CJ,180454,['nyc rap'],2020-08-20,81,123263,D#/Eb
249,55,17,2021-04-16--2021-04-23,Batom de Cereja - Ao Vivo,"5,011,753",Israel & Rodolffo,1097789,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2021-01-29,83,140942,F#/Gb
250,11,33,2020-11-20--2020-11-27,Prisoner (feat. Dua Lipa),"5,005,018",Miley Cyrus,15770302,"['dance pop', 'pop', 'post-teen pop']",2020-11-20,79,169333,D#/Eb
251,136,15,2021-04-02--2021-04-09,Stereo Hearts (feat. Adam Levine),"4,992,345",Gym Class Heroes,1275345,"['dance pop', 'pop rap']",2011-11-11,82,210960,A
252,32,36,2021-01-29--2021-02-05,Reloj,"4,980,155","Rauw Alejandro, Anuel AA",6080597,"['puerto rican pop', 'trap latino']",2020-10-22,79,231595,G#/Ab
253,81,8,2021-05-21--2021-05-28,malibu,"4,973,063",sangiovanni,384097,[],2021-05-13,82,166216,G
254,101,4,2021-06-11--2021-06-18,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","4,965,913","Bizarrap, Eladio Carrion",3126961,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",2021-06-09,81,164896,F
255,117,27,2021-02-05--2021-02-12,Do I Wanna Know?,"4,938,586",Arctic Monkeys,12369079,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",2013-09-09,84,272394,F
256,43,2,2021-06-25--2021-07-02,LUMBERJACK,"11,756,283","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,76,138312,A
257,47,1,2021-06-25--2021-07-02,LEMONHEAD (feat. 42 Dugg),"11,380,679","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,78,130980,C#/Db
258,59,1,2021-06-25--2021-07-02,HOT WIND BLOWS (feat. Lil Wayne),"9,889,197","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,77,155293,G
259,63,1,2021-06-25--2021-07-02,CORSO,"9,503,981","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,77,146482,A#/Bb
260,69,1,2021-06-25--2021-07-02,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"9,142,721","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,79,588139,C
261,73,1,2021-06-25--2021-07-02,SIR BAUDELAIRE (feat. DJ Drama),"8,884,283","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,75,88625,G
262,82,1,2021-06-25--2021-07-02,MASSA,"8,218,423","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,74,223719,C#/Db
263,85,1,2021-06-25--2021-07-02,RUNITUP (feat. Teezo Touchdown),"7,917,707","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,75,229565,A#/Bb
264,108,1,2021-06-25--2021-07-02,MANIFESTO (feat. Domo Genesis),"6,988,886","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,73,175123,D
265,121,1,2021-06-25--2021-07-02,Get Into It (Yuh),"6,503,281",Doja Cat,8640063,"['dance pop', 'pop']",2021-06-25,80,138293,G#/Ab
266,132,1,2021-06-25--2021-07-02,WILSHIRE,"6,268,542","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,73,515865,C#/Db
267,141,1,2021-06-25--2021-07-02,RISE! (feat. DAISY WORLD),"6,034,281","Tyler, The Creator",6777818,"['hip hop', 'rap']",2021-06-25,73,203588,D
268,165,1,2021-06-25--2021-07-02,Naked,"5,527,865",Doja Cat,8640063,"['dance pop', 'pop']",2021-06-25,75,223560,G
269,50,3,2021-06-11--2021-06-18,Having Our Way (feat. Drake),"5,424,579",Migos,11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",2021-06-11,79,278191,C#/Db
270,176,1,2021-06-25--2021-07-02,Payday (feat. Young Thug),"5,393,789",Doja Cat,8640063,"['dance pop', 'pop']",2021-06-25,73,212947,C#/Db
271,179,1,2021-06-25--2021-07-02,Been Like This,"5,362,817",Doja Cat,8640063,"['dance pop', 'pop']",2021-06-25,74,177373,A#/Bb
272,138,3,2021-06-18--2021-06-25,MILLE (feat. Orietta Berti),"5,341,887","Fedez, Achille Lauro",1650683,"['italian adult pop', 'italian pop']",2021-06-11,82,175924,D
273,10,49,2020-08-14--2020-08-21,UN DIA (ONE DAY) (Feat. Tainy),"5,203,364","J Balvin, Dua Lipa, Bad Bunny",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-07-24,83,232253,F#/Gb
274,1,55,2020-08-07--2020-08-14,Savage Love (Laxed - Siren Beat),"5,108,950","Jawsh 685, Jason Derulo",100604,['nz pop'],2020-06-11,82,171375,C
275,59,6,2021-05-28--2021-06-04,Poblado,"6,893,939","Crissin, Totoy El Frio, Natan & Shander",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']",2021-06-18,89,393280,D#/Eb
276,17,30,2021-01-29--2021-02-05,Hecha Pa' Mi,"6,308,369",Boza,278679,['reggaeton'],2020-07-31,83,186133,E
277,146,1,2021-06-18--2021-06-25,working,"5,666,770","Tate McRae, Khalid",1647262,"['alt z', 'dance pop', 'pop', 'post-teen pop']",2021-06-17,80,210220,G
278,112,3,2021-06-11--2021-06-18,Petrouchka (feat. PLK),"5,511,544",Soso Maness,289437,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",2021-06-04,79,189933,F#/Gb
279,11,6,2021-05-14--2021-05-21,p r i d e . i s . t h e . d e v i l (with Lil Baby),"5,430,260",J. Cole,14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2021-05-14,82,218210,E
280,6,6,2021-05-14--2021-05-21,m y . l i f e (with 21 Savage & Morray),"5,246,577",J. Cole,14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2021-05-14,82,218802,G
281,96,77,2020-06-26--2020-07-03,Jocelyn Flores,"5,220,422",XXXTENTACION,29539807,"['emo rap', 'miami hip hop']",2017-08-25,84,119133,C
282,66,2,2021-06-11--2021-06-18,No Return (with The Kid LAROI & Lil Durk),"5,189,427",Polo G,4840346,['chicago rap'],2021-06-11,80,168729,F
283,1,78,2020-02-07--2020-02-14,The Box,"5,145,099",Roddy Ricch,6603627,"['melodic rap', 'rap', 'trap']",2019-12-06,84,196653,A#/Bb
284,31,19,2021-03-26--2021-04-02,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"5,124,606",Nathan Evans,140812,[],2021-01-21,83,116750,C
285,170,13,2021-04-23--2021-04-30,Can't Hold Us - feat. Ray Dalton,"5,085,147",Macklemore & Ryan Lewis,2562082,"['modern rock', 'pop rap', 'seattle hip hop']",2012-10-09,83,258343,D
286,6,26,2021-01-01--2021-01-08,Anyone,"5,079,587",Justin Bieber,1250353,[],2021-08-13,0,190779,D
287,39,45,2020-09-25--2020-10-02,my ex's best friend (with blackbear),"5,048,079",Machine Gun Kelly,3864419,"['ohio hip hop', 'pop rap']",2020-09-25,83,139461,F
288,133,20,2021-04-30--2021-05-07,Just the Way You Are,"5,043,647",Bruno Mars,32574754,"['dance pop', 'pop', 'post-teen pop']",2010-10-05,80,220733,F
289,17,78,2020-04-24--2020-05-01,HIGHEST IN THE ROOM,"4,975,720",Travis Scott,17719446,"['rap', 'slap house']",2019-10-04,84,175721,G
290,7,65,2020-03-27--2020-04-03,Break My Heart,"4,971,176",Dua Lipa,27142474,"['dance pop', 'pop', 'uk pop']",2020-03-27,80,221820,E
291,2,44,2020-08-14--2020-08-21,Laugh Now Cry Later (feat. Lil Durk),"4,916,860",Drake,56308172,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-08-14,83,261493,C
292,175,2,2021-05-14--2021-05-21,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,"4,912,036",Martin Garrix,14917926,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",2021-05-13,82,217000,C
293,23,19,2021-03-26--2021-04-02,Ella No Es Tuya - Remix,"4,911,162","Rochy RD, Myke Towers, Nicki Nicole",319192,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",2021-02-03,82,218107,F#/Gb
294,176,6,2020-10-09--2020-10-16,In the End,"4,910,070",Linkin Park,19584111,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",2000-10-24,83,216880,D#/Eb
295,119,6,2021-05-14--2021-05-21,No Role Modelz,"4,904,401",J. Cole,14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2014-12-09,84,292987,A#/Bb
296,7,74,2020-04-24--2020-05-01,SICKO MODE,"4,898,977",Travis Scott,17719446,"['rap', 'slap house']",2018-08-03,84,312820,G#/Ab
297,161,41,2020-06-26--2020-07-03,Something Just Like This,"4,862,683","The Chainsmokers, Coldplay",18191658,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2017-04-07,82,247160,B
298,84,9,2021-04-23--2021-04-30,You,"4,846,549","Regard, Troye Sivan, Tate McRae",152226,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",2021-04-16,83,233386,C
299,84,3,2021-05-14--2021-05-21,Straightenin,"7,615,531",Migos,11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",2021-05-14,77,255532,A
300,71,4,2021-05-21--2021-05-28,GANG GANG (with Lil Wayne),"7,506,580",Polo G,4840346,['chicago rap'],2021-05-21,78,178776,D#/Eb
