Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Genre,Release Date,Popularity,Duration (ms),Chord
1147,99,2,2020-04-17--2020-04-24,Freedom,"4,573,723","Kygo, Zak Abel",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",2020-04-17,72,198635,G
1148,45,4,2020-05-08--2020-05-15,Fame,"4,556,947",Apache 207,1674348,['german hip hop'],2020-05-08,62,173761,C#/Db
1149,55,1,2020-05-22--2020-05-29,Daechwita,"8,908,179",Agust D,5564366,['k-rap'],2020-05-22,77,225668,G#/Ab
1150,83,1,2020-05-22--2020-05-29,COOLER THAN A BITCH (feat. Roddy Ricch),"6,642,144",Gunna,3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",2020-05-22,67,197000,B
1151,90,1,2020-05-22--2020-05-29,In Your Eyes (with Doja Cat) - Remix,"6,511,008",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-05-21,67,237912,G
1152,92,1,2020-05-22--2020-05-29,WUNNA,"6,384,306",Gunna,3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",2020-05-22,60,158240,C
1153,123,1,2020-05-22--2020-05-29,Komm Komm,"5,552,890",Capital Bra,4093115,['german hip hop'],2020-05-21,53,160667,B
1154,139,1,2020-05-22--2020-05-29,TOP FLOOR (feat. Travis Scott),"5,193,309",Gunna,3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",2020-05-22,63,169907,G#/Ab
1155,54,22,2020-01-03--2020-01-10,Goodbyes (Feat. Young Thug),"5,134,161",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",2019-09-06,78,174853,F
1156,59,3,2020-05-08--2020-05-15,CANCIÓN CON YANDEL,"5,132,247","Yandel, Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",2020-05-10,76,209180,A
1157,92,2,2020-05-15--2020-05-22,X (with KAROL G),"5,018,592",Jonas Brothers,5436999,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2020-05-15,70,185277,E
1158,56,3,2020-05-08--2020-05-15,MÁS DE UNA CITA,"4,987,116","Bad Bunny, Zion & Lennox",36177712,"['latin', 'reggaeton', 'trap latino']",2020-05-10,67,183520,F
1159,159,1,2020-05-22--2020-05-29,Together,"4,861,870",Sia,20528724,"['australian dance', 'australian pop', 'dance pop', 'pop']",2020-05-20,71,205208,G
1160,62,4,2020-05-08--2020-05-15,eight(Prod.&Feat. SUGA of BTS),"4,764,954",IU,4939593,['k-pop'],2020-05-06,75,167573,C#/Db
1161,16,20,2020-01-17--2020-01-24,You should be sad,"4,761,908",Halsey,15663384,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2020-01-17,76,205473,D
1162,54,14,2020-03-13--2020-03-20,CITY OF ANGELS,"4,645,541",24kGoldn,1276406,['cali rap'],2019-11-22,76,112493,C
1163,98,8,2020-04-24--2020-05-01,Astronomia,"4,642,284","Vicetone, Tony Igy",378114,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",2016-09-16,71,198095,F
1164,7,15,2020-02-21--2020-02-28,After Hours,"4,559,855",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,75,361027,F
1165,51,5,2020-04-24--2020-05-01,BUTTERFLY EFFECT,"4,537,762",Travis Scott,17732077,"['rap', 'slap house']",2018-08-03,79,190557,B
1166,74,22,2020-02-07--2020-02-14,Never Seen the Rain,"4,473,968",Tones And I,1251372,[],2021-08-13,0,200742,F#/Gb
1167,120,7,2020-04-17--2020-04-24,Sigues Con El - Remix,"4,440,738","Arcangel, Sech, Romeo Santos",6671084,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2020-04-10,69,189567,C#/Db
1168,197,1,2020-05-22--2020-05-29,ANGELS & DEMONS,"4,435,538",jxdn,799682,[],2021-07-02,72,160120,G#/Ab
1169,199,1,2020-05-22--2020-05-29,Confía,"4,419,295","Sech, Daddy Yankee",8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",2020-05-21,62,202308,C
1170,44,20,2020-01-31--2020-02-07,Muévelo,"4,407,165","Nicky Jam, Daddy Yankee",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2020-01-08,72,194892,G
1171,105,1,2020-05-15--2020-05-22,All Bad (feat. Lil Uzi Vert),"6,194,224",Future,10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2020-05-15,60,207739,F#/Gb
1172,12,3,2020-05-01--2020-05-08,Pain 1993 (with Playboi Carti),"6,085,143",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,67,149078,F
1173,110,1,2020-05-15--2020-05-22,Trillionaire (feat. Youngboy Never Broke Again),"6,057,848",Future,10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2020-05-15,61,167552,C
1174,128,1,2020-05-15--2020-05-22,Go Stupid,"5,464,816","Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",4849204,['chicago rap'],2020-05-15,74,165726,C#/Db
1175,149,10,2020-05-15--2020-05-22,A Gente Fez Amor - Ao Vivo,"5,006,457",Gusttavo Lima,12981319,"['sertanejo', 'sertanejo universitario']",2019-12-05,66,237517,G#/Ab
1176,173,1,2020-05-15--2020-05-22,Racks 2 Skinny,"4,729,629",Migos,11692972,"['atl hip hop', 'pop rap', 'rap', 'trap']",2020-05-11,61,178025,C#/Db
1177,179,1,2020-05-15--2020-05-22,Be Something (feat. Lil Baby),"4,687,909",Polo G,4849204,['chicago rap'],2020-05-15,69,194118,G#/Ab
1178,82,2,2020-05-08--2020-05-15,BENDICIONES,"4,639,997",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-05-10,67,155060,B
1179,126,9,2020-04-10--2020-04-17,PTSD,"4,500,903","G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",1253138,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']",2020-02-28,76,232065,C#/Db
1180,196,1,2020-05-15--2020-05-22,Excitement,"4,416,484","Trippie Redd, PARTYNEXTDOOR",6434201,"['melodic rap', 'rap', 'trap']",2020-10-30,69,283285,E
1181,131,21,2020-04-03--2020-04-10,Can We Kiss Forever?,"4,397,385","Kina, Adriana Proenza",661863,['sad rap'],2018-08-31,78,187932,E
1182,83,1,2020-05-08--2020-05-15,SI ELLA SALE,"7,055,918",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-05-10,63,143240,G
1183,116,1,2020-05-08--2020-05-15,RONCA FREESTYLE,"5,784,075",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-05-10,64,150060,F
1184,130,1,2020-05-08--2020-05-15,Zoo York (feat. Fivio Foreign & Pop Smoke),"5,368,705",Lil Tjay,3559267,"['brooklyn drill', 'melodic rap', 'nyc rap']",2020-05-08,70,214825,F#/Gb
1185,131,1,2020-05-08--2020-05-15,EN CASITA,"5,364,262","Bad Bunny, Gabriela",36177712,"['latin', 'reggaeton', 'trap latino']",2020-05-10,62,176440,C
1186,71,2,2020-05-01--2020-05-08,Qué Maldición,"4,971,559","Banda MS de Sergio Lizárraga, Snoop Dogg",12140496,"['banda', 'corrido', 'norteno', 'regional mexican']",2020-05-01,69,203360,A
1187,69,2,2020-05-01--2020-05-08,Nicht verdient,"4,912,914","Capital Bra, Loredana",4093115,['german hip hop'],2020-04-29,58,176953,B
1188,52,11,2020-02-28--2020-03-06,A Tu Merced,"4,909,499",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,82,175918,C
1189,49,2,2020-05-01--2020-05-08,Demons (feat. Fivio Foreign & Sosa Geek),"4,766,829",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,63,204805,C
1190,42,12,2020-02-28--2020-03-06,Moral of the Story,"4,609,358",Ashe,644479,"['alt z', 'electropop', 'indie pop', 'pop', 'post-teen pop']",2019-02-14,75,201084,A#/Bb
1191,177,1,2020-05-08--2020-05-15,Can I,"4,603,243",Kehlani,4894562,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",2020-05-08,68,167810,C#/Db
1192,46,3,2020-04-24--2020-05-01,STARGAZING,"4,499,820",Travis Scott,17732077,"['rap', 'slap house']",2018-08-03,76,270715,G#/Ab
1193,124,20,2020-01-03--2020-01-10,Eastside (with Halsey & Khalid),"4,397,708",benny blanco,804613,"['electropop', 'pop', 'pop rap']",2018-07-12,77,173800,F#/Gb
1194,23,20,2020-01-24--2020-01-31,Suicidal,"4,320,116",YNW Melly,6332535,"['melodic rap', 'trap']",2020-03-13,76,225857,A
1195,39,20,2020-01-03--2020-01-10,How Do You Sleep?,"4,313,625",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",2019-07-19,76,202205,C#/Db
1196,4,13,2020-02-14--2020-02-21,No Time To Die,"4,293,009",Billie Eilish,47061119,"['electropop', 'pop']",2020-02-13,75,242265,E
1197,46,1,2020-05-01--2020-05-08,D4L,"10,537,097","Future, Drake, Young Thug",56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,63,189176,C#/Db
1198,51,1,2020-05-01--2020-05-08,Time Flies,"9,904,749",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,71,192932,A#/Bb
1199,53,1,2020-05-01--2020-05-08,Desires (with Future),"9,628,215",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,64,237946,F
1200,55,1,2020-05-01--2020-05-08,Not You Too (feat. Chris Brown),"9,284,383",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,64,269680,A
1201,67,1,2020-05-01--2020-05-08,Landed,"8,355,036",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,60,152195,G
1202,68,1,2020-05-01--2020-05-08,When To Say When,"8,304,928",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,60,223124,C#/Db
1203,70,1,2020-05-01--2020-05-08,Deep Pockets,"8,285,754",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,58,222929,G
1204,73,1,2020-05-01--2020-05-08,War,"7,821,869",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,64,180000,A#/Bb
1205,84,1,2020-05-01--2020-05-08,From Florida With Love,"7,216,610",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,64,234783,F#/Gb
1206,89,1,2020-05-01--2020-05-08,Losses,"6,894,756",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,57,271184,C#/Db
1207,25,6,2020-03-27--2020-04-03,Turks (feat. Travis Scott),"5,594,561","NAV, Gunna",2613211,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",2020-03-27,70,161377,G
1208,40,4,2020-04-10--2020-04-17,Boyfriend,"5,236,730",Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",2020-04-09,62,161188,D
1209,29,15,2020-01-24--2020-01-31,What If I Told You That I Love You,"5,234,645",Ali Gatie,1758300,"['canadian hip hop', 'pop']",2021-03-26,69,193668,G
1210,85,2,2020-04-24--2020-05-01,Emotions,"4,901,960",Ufo361,1700759,"['german cloud rap', 'german hip hop']",2020-06-12,65,146028,G#/Ab
1211,32,5,2020-04-03--2020-04-10,FIND MY WAY,"4,753,495",DaBaby,7601122,"['north carolina hip hop', 'rap']",2020-04-17,66,139890,E
1212,37,13,2020-02-07--2020-02-14,Keii,"4,687,605",Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",2020-02-07,67,210000,C
1213,130,11,2019-12-27--2020-01-03,God's Plan,"4,565,400",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2018-06-29,82,198973,G
1214,103,4,2020-04-17--2020-04-24,Por Primera Vez,"4,478,685","Camilo, Evaluna Montaner",10580764,"['colombian pop', 'reggaeton colombiano']",2020-03-09,70,183547,C#/Db
1215,32,3,2020-04-17--2020-04-24,@ MEH,"4,420,187",Playboi Carti,1251372,[],2021-08-13,1,166799,B
1216,109,5,2020-04-10--2020-04-17,Broke In A Minute,"4,402,281",Tory Lanez,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",2020-04-10,75,132024,C
1217,139,8,2020-03-13--2020-03-20,Fantasias - Remix,"4,401,019","Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",6096559,"['puerto rican pop', 'trap latino']",2020-03-06,70,267242,C#/Db
1218,38,18,2020-01-31--2020-02-07,SUGAR,"4,362,442",BROCKHAMPTON,1836564,"['boy band', 'hip hop', 'rap']",2019-08-23,75,204533,C#/Db
1219,112,1,2020-04-24--2020-05-01,90-60-111,"5,750,861",Shirin David,559215,"['frauenrap', 'german hip hop', 'german pop']",2020-04-23,64,141387,D
1220,115,1,2020-04-24--2020-05-01,YOSEMITE,"5,686,981",Travis Scott,17732077,"['rap', 'slap house']",2018-08-03,75,150043,C
1221,151,1,2020-04-24--2020-05-01,Houdini (feat. Swarmz & Tion Wayne),"4,914,429",KSI,2010879,['uk hip hop'],2020-04-24,58,169355,A#/Bb
1222,166,1,2020-04-24--2020-05-01,Sasuke,"4,701,551",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-04-24,56,251336,C#/Db
1223,47,15,2020-01-31--2020-02-07,Me Gusta,"4,440,661","Shakira, Anuel AA",22136717,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",2020-01-13,72,190570,C#/Db
1224,183,1,2020-04-24--2020-05-01,If You’re Too Shy (Let Me Know) - Edit,"4,429,092",The 1975,5044278,"['modern alternative rock', 'modern rock', 'pop', 'rock']",2020-04-23,59,239877,D
1225,80,18,2020-02-07--2020-02-14,"Alone, Pt. II","4,395,061","Alan Walker, Ava Max",29679430,['electro house'],2019-12-27,77,179053,D#/Eb
1226,97,11,2019-12-27--2020-01-03,Tutu,"4,393,037","Camilo, Pedro Capó",10580764,"['colombian pop', 'reggaeton colombiano']",2019-08-09,74,178613,A
1227,85,17,2019-12-27--2020-01-03,Hate Me (with Juice WRLD),"4,367,368",Ellie Goulding,9747805,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",2019-06-26,76,186223,G#/Ab
1228,109,9,2020-02-14--2020-02-21,Still Be Friends (feat. Tory Lanez & Tyga),"4,299,422",G-Eazy,4894656,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",2020-02-07,76,213308,G
1229,74,18,2020-03-20--2020-03-27,Blanco,"4,214,147",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2019-11-15,66,145800,A
1230,78,1,2020-04-17--2020-04-24,PICK UP (feat. Quavo),"7,065,060",DaBaby,7601122,"['north carolina hip hop', 'rap']",2020-04-17,65,118547,C#/Db
1231,102,1,2020-04-17--2020-04-24,JUMP (feat. YoungBoy Never Broke Again),"6,033,348",DaBaby,7601122,"['north carolina hip hop', 'rap']",2020-04-17,62,212093,C
1232,156,1,2020-04-17--2020-04-24,LIGHTSKIN SH*T (feat. Future & jetsonmade),"4,861,875",DaBaby,7601122,"['north carolina hip hop', 'rap']",2020-04-17,56,111173,A
1233,16,7,2020-03-06--2020-03-13,That Way - Bonus Track,"4,825,741",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,67,212354,G
1234,162,1,2020-04-17--2020-04-24,No Me Ame,"4,822,090","Rvssian, Anuel AA, Juice WRLD",1397067,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",2020-04-17,64,180000,B
1235,80,3,2020-04-03--2020-04-10,I'll Wait,"4,674,532","Kygo, Sasha Alex Sloan",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",2020-04-03,70,215361,C#/Db
1236,63,6,2020-03-13--2020-03-20,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),"4,618,744",Lil Yachty,7358720,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",2020-03-09,69,206702,C
1237,180,1,2020-04-17--2020-04-24,BLAME IT ON BABY,"4,616,034",DaBaby,7601122,"['north carolina hip hop', 'rap']",2020-04-17,57,125907,A
1238,128,3,2020-04-03--2020-04-10,Follow,"4,593,449","KAROL G, Anuel AA",17792779,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-04-01,63,203093,G
1239,156,13,2020-01-31--2020-02-07,3 Nights,"4,411,998",Dominic Fike,554042,"['alternative pop rock', 'pop']",2018-10-16,77,177667,G
1240,163,5,2020-04-10--2020-04-17,The Take (feat. Chris Brown),"4,394,195",Tory Lanez,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",2019-11-15,73,221492,G
1241,101,1,2020-04-10--2020-04-17,Stupid Again,"5,938,996",Tory Lanez,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",2020-04-10,66,174848,F
1242,127,1,2020-04-10--2020-04-17,Shotz Fired,"5,291,167",Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",2020-04-09,59,179844,C
1243,128,1,2020-04-10--2020-04-17,BaeBae,"5,290,730",Samra,1045091,['german hip hop'],2020-04-09,57,167827,E
1244,30,9,2020-02-14--2020-02-21,To Die For,"4,527,835",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",2020-02-14,70,193795,C
1245,86,5,2020-03-13--2020-03-20,WANNABE,"4,383,521",ITZY,2384076,['k-pop girl group'],2020-03-09,75,191242,F#/Gb
1246,152,13,2020-01-03--2020-01-10,Takeaway,"4,359,727","The Chainsmokers, ILLENIUM, Lennon Stella",18195884,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2019-12-06,77,209880,D#/Eb
1247,190,2,2020-04-03--2020-04-10,Heart On Ice,"4,324,610",Rod Wave,2203386,['florida rap'],2019-06-14,70,159670,A#/Bb
1248,194,2,2020-04-03--2020-04-10,La Cama - Remix,"4,261,965","Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",2020-03-27,69,330240,D
1249,105,9,2020-02-28--2020-03-06,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"4,244,510","Polo G, Stunna 4 Vegas",4849204,['chicago rap'],2020-05-15,41,165726,C#/Db
1250,192,3,2020-03-27--2020-04-03,Cradles,"4,218,201",Sub Urban,908351,['modern indie pop'],2019-01-04,73,209829,C#/Db
1251,117,8,2020-02-14--2020-02-21,Good as Hell (feat. Ariana Grande),"4,176,083",Lizzo,3991674,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",2016,71,159011,F
1252,15,8,2020-02-14--2020-02-21,Forever (feat. Post Malone & Clever),"6,517,807",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,68,219933,G#/Ab
1253,46,5,2020-03-06--2020-03-13,I Love Me,"5,449,099",Demi Lovato,20338833,"['dance pop', 'pop', 'post-teen pop']",2020-03-06,67,203672,F#/Gb
1254,103,4,2020-02-21--2020-02-28,Old Me,"4,724,056",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-27,67,186786,C
1255,29,6,2020-02-28--2020-03-06,Pero Ya No,"4,666,658",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,72,160638,E
1256,24,3,2020-03-20--2020-03-27,Hardest To Love,"4,553,544",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,67,211400,A#/Bb
1257,191,2,2020-04-03--2020-04-10,BRABA,"4,452,819",Luísa Sonza,1251372,[],2021-08-11,0,129782,C
1258,77,14,2020-02-28--2020-03-06,Woah,"4,425,610",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",2019-11-08,69,183011,B
1259,69,2,2020-03-27--2020-04-03,Pretty Please,"4,305,034",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",2020-03-27,67,194607,C#/Db
1260,170,10,2020-02-07--2020-02-14,I.F.L.Y.,"4,284,951",Bazzi,4421378,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2019-08-09,76,165714,D
1261,70,1,2020-03-27--2020-04-03,Cool,"8,136,247",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",2021-02-11,65,209583,F
1262,71,1,2020-03-27--2020-04-03,Future Nostalgia,"8,091,754",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",2021-02-11,65,184882,G
1263,92,1,2020-03-27--2020-04-03,Good In Bed,"6,802,068",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",2021-02-11,64,218754,F
1264,27,2,2020-03-20--2020-03-27,Scared To Live,"6,566,099",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,66,191307,C
1265,21,2,2020-03-20--2020-03-27,Alone Again,"6,055,294",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,66,250053,E
1266,118,1,2020-03-27--2020-04-03,Boys Will Be Boys,"6,015,914",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",2021-02-11,63,166266,D#/Eb
1267,122,1,2020-03-27--2020-04-03,Auto Blu,"5,995,116","Shiva, Eiffel 65",561372,"['italian hip hop', 'trap italiana']",2020-03-26,56,166087,F
1268,132,1,2020-03-27--2020-04-03,Du bist mein,"5,878,493","Zuna, Loredana, SRNO",900975,"['albanian hip hop', 'german hip hop']",2020-03-27,54,160357,C#/Db
1269,28,2,2020-03-20--2020-03-27,Too Late,"5,867,746",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,67,239973,E
1270,136,1,2020-03-27--2020-04-03,Wildflower,"5,791,343",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-27,65,220536,F#/Gb
1271,36,2,2020-03-20--2020-03-27,Faith,"5,730,081",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,67,283227,C
1272,35,2,2020-03-20--2020-03-27,Snowchild,"5,423,997",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,66,247187,C
1273,37,2,2020-03-20--2020-03-27,Escape From LA,"5,307,288",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,67,355960,F
1274,161,1,2020-03-27--2020-04-03,Allein sein,"5,119,993",Ufo361,1700759,"['german cloud rap', 'german hip hop']",2020-03-27,54,147353,C#/Db
1275,44,5,2020-02-28--2020-03-06,Bichiyal,"4,946,613","Bad Bunny, Yaviah",36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,75,196500,A#/Bb
1276,85,8,2020-02-07--2020-02-14,Medusa,"4,901,559","Jhay Cortez, Anuel AA, J Balvin",2435159,"['latin', 'reggaeton', 'trap latino']",2020-02-05,70,305333,C
1277,187,1,2020-03-27--2020-04-03,Break Up Song,"4,593,343",Little Mix,9398941,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",2020-11-06,65,200293,F
1278,188,1,2020-03-27--2020-04-03,Teeth,"4,571,612",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2019-08-23,78,204887,A#/Bb
1279,51,1,2020-03-20--2020-03-27,Repeat After Me (Interlude),"10,058,303",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,63,195813,C
1280,68,1,2020-03-20--2020-03-27,Until I Bleed Out,"9,132,077",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,63,190173,C
1281,87,1,2020-03-20--2020-03-27,Rosa,"7,564,893",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-03-19,64,189827,A
1282,88,1,2020-03-20--2020-03-27,Gris,"7,514,854",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-03-19,65,176627,F#/Gb
1283,103,1,2020-03-20--2020-03-27,Negro,"6,651,425",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-03-19,67,182093,C
1284,134,1,2020-03-20--2020-03-27,Verde,"5,745,393","J Balvin, Sky Rompiendo",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-03-19,63,142547,G#/Ab
1285,15,3,2020-03-06--2020-03-13,Baby Pluto,"5,600,261",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,69,210261,A#/Bb
1286,31,3,2020-03-06--2020-03-13,Lo Mein,"5,231,134",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,67,195299,C#/Db
1287,113,7,2020-03-13--2020-03-20,No Judgement,"5,082,563",Niall Horan,7564659,"['dance pop', 'pop', 'post-teen pop']",2020-02-07,65,176283,C#/Db
1288,57,3,2020-03-06--2020-03-13,Futsal Shuffle 2020 - Bonus Track,"5,068,849",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,63,198913,G
1289,163,1,2020-03-20--2020-03-27,Arcoíris,"5,044,774","J Balvin, Mr Eazi",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-03-19,62,186693,E
1290,65,12,2020-01-24--2020-01-31,TOES (feat. Lil Baby & Moneybagg Yo),"4,878,903",DaBaby,7601122,"['north carolina hip hop', 'rap']",2019-09-27,73,136366,G#/Ab
1291,42,5,2020-02-21--2020-02-28,Feel Me,"4,765,672",Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",2020-02-21,63,226003,D
1292,183,1,2020-03-20--2020-03-27,H <3 T E L,"4,701,388","Dardan, Monet192",861082,"['albanian hip hop', 'german hip hop']",2020-05-22,34,163253,C#/Db
1293,63,4,2020-02-28--2020-03-06,25/8,"4,684,378",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,71,243276,E
1294,81,3,2020-03-06--2020-03-13,Se Me Olvidó,"4,591,194",Christian Nodal,8123757,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",2020-05-29,71,159533,C
1295,130,3,2020-03-06--2020-03-13,B.S. (feat. H.E.R.),"4,557,817",Jhené Aiko,4720858,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",2020-03-06,72,212867,G#/Ab
